196,75,resistor
297,137,resistor
205,240,ground
300,184,wire
300,92,wire
301,73,connection
110,74,connection
299,199,connection
114,199,connection
214,83,Resistor
174,63,resistor
194,77,resistor
301,152,resistor
293,91,wire
300,83,wire
190,84,resistor
348,2,blank
